Team,Vs,Away Starter,Home Starter,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Money Line,O/U Result,O/U Line,O/U Odds,Results on the ML,Results on the Over,Results on the Under
Milwaukee,CIN,Johnny Cueto (R),Randy Wolf (L),HOME,W,13,1,12,-103,O,8,106,0.97,1.06,-1.00
Milwaukee,CIN,Edinson Volquez (R),David Bush (R),HOME,L,3,4,-1,113,U,8.5,-101,-1.00,-1.00,0.99
Milwaukee,CIN,Homer Bailey (R),Chris Capuano (L),HOME,L,2,5,-3,-104,U,8.5,100,-1.00,-1.00,1.00
Milwaukee,@ SF,Christopher Narveson (L),Barry Zito (L),AWAY,L,2,9,-7,136,O,8,-119,-1.00,0.84,-1.00
Milwaukee,@ SF,Yovani Gallardo (R),Tim Lincecum (R),AWAY,W,2,1,1,131,U,6.5,103,1.31,-1.00,1.03
Milwaukee,@ SF,Randy Wolf (L),Madison Bumgarner (L),AWAY,W,3,0,3,126,U,7.5,102,1.26,-1.00,1.02
Milwaukee,@ HOU,David Bush (R),J.A. Happ (L),AWAY,W,8,6,2,125,O,7.5,-126,1.25,0.79,-1.00
Milwaukee,@ HOU,Chris Capuano (L),Bud Norris (R),AWAY,L,2,3,-1,108,U,7.5,-103,-1.00,-1.00,0.97
Milwaukee,@ HOU,Christopher Narveson (L),Brett Myers (R),AWAY,L,2,4,-2,128,U,7.5,100,-1.00,-1.00,1.00
Milwaukee,CHC,Casey Coleman (R),Yovani Gallardo (R),HOME,W,2,0,2,-195,U,8.5,-117,0.51,-1.00,0.85
Milwaukee,CHC,Ryan Dempster (R),Randy Wolf (L),HOME,L,0,1,-1,-114,U,8.5,-121,-1.00,-1.00,0.83
Milwaukee,CHC,Carlos Zambrano (R),David Bush (R),HOME,L,0,4,-4,-120,U,9,-111,-1.00,-1.00,0.90
Milwaukee,STL,Jaime Garcia (L),Chris Capuano (L),HOME,W,8,1,7,121,O,8.5,-102,1.21,0.98,-1.00
Milwaukee,STL,Kyle Lohse (R),Christopher Narveson (L),HOME,W,4,2,2,-121,U,9.5,-109,0.83,-1.00,0.92
Milwaukee,STL,Jake Westbrook (R),Yovani Gallardo (R),HOME,L,6,8,-2,-124,O,8.5,-113,-1.00,0.88,-1.00
Milwaukee,@ PHI,Randy Wolf (L),Kyle Kendrick (R),AWAY,W,6,2,4,141,U,9.5,-105,1.41,-1.00,0.95
Milwaukee,@ PHI,David Bush (R),Roy Halladay (R),AWAY,L,4,5,-1,258,O,7.5,-124,-1.00,0.81,-1.00
Milwaukee,@ PHI,Chris Capuano (L),Cole Hamels (L),AWAY,L,0,1,-1,209,U,8.5,109,-1.00,-1.00,1.09
Milwaukee,@ CIN,Christopher Narveson (L),Johnny Cueto (R),AWAY,L,1,6,-5,150,U,9.5,-103,-1.00,-1.00,0.97
Milwaukee,@ CIN,Yovani Gallardo (R),Aaron Harang (R),AWAY,L,4,8,-4,-108,O,9,-109,-1.00,0.92,-1.00
Milwaukee,@ CIN,Randy Wolf (L),Homer Bailey (R),AWAY,L,4,5,-1,132,U,9.5,-118,-1.00,-1.00,0.85
Milwaukee,PIT,Charlie Morton (R),David Bush (R),HOME,W,8,4,4,-162,O,9.5,101,0.62,1.01,-1.00
Milwaukee,PIT,Zach Duke (L),Chris Capuano (L),HOME,W,8,7,1,-162,O,8.5,-127,0.62,0.79,-1.00
Milwaukee,PIT,James McDonald (R),Christopher Narveson (L),HOME,W,7,2,5,-165,O,8.5,-110,0.61,0.91,-1.00
Milwaukee,LA,Carlos Monasterios (R),Yovani Gallardo (R),HOME,L,1,7,-6,-169,U,8.5,-103,-1.00,-1.00,0.97
Milwaukee,LA,Hiroki Kuroda (R),Randy Wolf (L),HOME,L,4,5,-1,-102,O,8,-109,-1.00,0.92,-1.00
Milwaukee,LA,Ted Lilly (L),David Bush (R),HOME,L,3,5,-2,114,U,8.5,-111,-1.00,-1.00,0.90
Milwaukee,SD,Jon Garland (R),Manny Parra (L),HOME,L,3,7,-4,118,O,9,-110,-1.00,0.91,-1.00
Milwaukee,SD,Kevin Correia (R),Christopher Narveson (L),HOME,W,6,5,1,103,O,9,102,1.03,1.02,-1.00
Milwaukee,SD,Wade LeBlanc (L),Yovani Gallardo (R),HOME,W,10,6,4,-149,O,8,-115,0.67,0.87,-1.00
Milwaukee,@ STL,Randy Wolf (L),Adam Wainwright (R),AWAY,W,3,2,1,251,U,7.5,-118,2.51,-1.00,0.85
Milwaukee,@ STL,David Bush (R),Jaime Garcia (L),AWAY,W,3,2,1,169,U,9,-110,1.69,-1.00,0.91
Milwaukee,@ COL,Manny Parra (L),Ubaldo Jimenez (R),AWAY,L,5,6,-1,236,O,9,104,-1.00,1.04,-1.00
Milwaukee,@ COL,Christopher Narveson (L),Esmil Rogers (R),AWAY,W,5,4,1,136,U,10.5,-110,1.36,-1.00,0.91
Milwaukee,@ COL,Yovani Gallardo (R),Jorge De La Rosa (L),AWAY,L,4,5,-1,103,P,9,9 -,-1.00,0.00,0.00
Milwaukee,ARI,Rodrigo Lopez (R),Randy Wolf (L),HOME,W,8,4,4,-150,O,9.5,-113,0.67,0.88,-1.00
Milwaukee,ARI,Daniel Hudson (R),David Bush (R),HOME,L,2,8,-6,-120,O,9,-117,-1.00,0.85,-1.00
Milwaukee,ARI,Barry Enright (R),Manny Parra (L),HOME,L,1,2,-1,-132,U,9,-113,-1.00,-1.00,0.88
Milwaukee,ARI,Ian Kennedy (R),Christopher Narveson (L),HOME,L,4,7,-3,-131,O,9.5,105,-1.00,1.05,-1.00
Milwaukee,HOU,Wesley Wright (L),Yovani Gallardo (R),HOME,W,11,6,5,-240,O,8,-115,0.42,0.87,-1.00
Milwaukee,HOU,Brett Myers (R),Randy Wolf (L),HOME,W,5,2,3,-133,U,8,-101,0.75,-1.00,0.99
Milwaukee,HOU,Wandy Rodriguez (L),David Bush (R),HOME,W,6,5,1,-123,O,8,-111,0.81,0.90,-1.00
Milwaukee,@ CHC,Manny Parra (L),Ryan Dempster (R),AWAY,L,3,15,-12,135,O,9,107,-1.00,1.07,-1.00
Milwaukee,@ CHC,Christopher Narveson (L),Thomas Diamond (R),AWAY,W,4,3,1,103,U,9.5,108,1.03,-1.00,1.08
Milwaukee,@ CHC,Yovani Gallardo (R),Randy Wells (R),AWAY,W,18,1,17,-113,O,8,-114,0.88,0.88,-1.00
Milwaukee,@ HOU,Randy Wolf (L),Wesley Wright (L),AWAY,L,2,5,-3,-125,U,9,105,-1.00,-1.00,1.05
Milwaukee,@ HOU,David Bush (R),Wandy Rodriguez (L),AWAY,L,0,6,-6,103,U,8,100,-1.00,-1.00,1.00
Milwaukee,@ HOU,Manny Parra (L),J.A. Happ (L),AWAY,L,0,5,-5,-113,U,9,-103,-1.00,-1.00,0.97
Milwaukee,CIN,Travis Wood (L),Christopher Narveson (L),HOME,L,2,10,-8,108,O,8.5,-104,-1.00,0.96,-1.00
Milwaukee,CIN,Edinson Volquez (R),Yovani Gallardo (R),HOME,L,4,12,-8,-156,O,7.5,-103,-1.00,0.97,-1.00
Milwaukee,CIN,Bronson Arroyo (R),Randy Wolf (L),HOME,W,3,2,1,-103,U,9,-119,0.97,-1.00,0.84
Milwaukee,WAS,Ross Detwiler (L),David Bush (R),HOME,W,8,3,5,-146,O,9.5,106,0.68,1.06,-1.00
Milwaukee,WAS,J.D. Martin (R),Manny Parra (L),HOME,W,4,3,1,-128,U,9.5,-118,0.78,-1.00,0.85
Milwaukee,WAS,Craig Stammen (R),Christopher Narveson (L),HOME,W,7,5,2,-141,O,9.5,103,0.71,1.03,-1.00
Milwaukee,@ PIT,Yovani Gallardo (R),Ross Ohlendorf (R),AWAY,W,3,2,1,-151,U,8,-102,0.66,-1.00,0.98
Milwaukee,@ PIT,Randy Wolf (L),Zach Duke (L),AWAY,L,3,15,-12,-132,O,8.5,-110,-1.00,0.91,-1.00
Milwaukee,@ PIT,David Bush (R),Brad Lincoln (R),AWAY,L,9,11,-2,-121,O,9,113,-1.00,1.13,-1.00
Milwaukee,@ PIT,Chris Capuano (L),Jeff Karstens (R),AWAY,W,3,1,2,-113,U,9.5,-116,0.88,-1.00,0.86
Milwaukee,@ ATL,Manny Parra (L),Derek Lowe (R),AWAY,L,6,11,-5,165,O,9,105,-1.00,1.05,-1.00
Milwaukee,@ ATL,Christopher Narveson (L),Tim Hudson (R),AWAY,W,6,3,3,183,O,8,-102,1.83,0.98,-1.00
Milwaukee,@ ATL,Randy Wolf (L),Tommy Hanson (R),AWAY,W,9,3,6,164,O,8.5,111,1.64,1.11,-1.00
Milwaukee,@ ATL,David Bush (R),Jair Jurrjens (R),AWAY,L,1,2,-1,164,U,8.5,-111,-1.00,-1.00,0.90
Milwaukee,PIT,Brad Lincoln (R),Randy Wolf (L),HOME,W,6,5,1,-180,O,9.5,101,0.56,1.01,-1.00
Milwaukee,PIT,Jeff Karstens (R),David Bush (R),HOME,W,4,3,1,-163,U,9.5,-115,0.61,-1.00,0.87
Milwaukee,PIT,Paul Maholm (L),Doug Davis (L),HOME,W,5,4,1,-151,P,9,9 -,0.66,0.00,0.00
Milwaukee,SF,Barry Zito (L),Manny Parra (L),HOME,L,3,9,-6,-110,O,9,111,-1.00,1.11,-1.00
Milwaukee,SF,Tim Lincecum (R),Christopher Narveson (L),HOME,L,2,15,-13,118,O,8,-116,-1.00,0.86,-1.00
Milwaukee,SF,Madison Bumgarner (L),Randy Wolf (L),HOME,L,1,6,-5,-136,U,8.5,101,-1.00,-1.00,1.01
Milwaukee,SF,Jonathan Sanchez (L),David Bush (R),HOME,L,1,6,-5,-110,U,9,-118,-1.00,-1.00,0.85
Milwaukee,@ STL,Yovani Gallardo (R),Adam Wainwright (R),AWAY,L,1,7,-6,146,O,6.5,-123,-1.00,0.81,-1.00
Milwaukee,@ STL,Manny Parra (L),Chris Carpenter (R),AWAY,W,12,5,7,179,O,8,-111,1.79,0.90,-1.00
Milwaukee,@ STL,Christopher Narveson (L),Jaime Garcia (L),AWAY,L,0,5,-5,152,U,8.5,107,-1.00,-1.00,1.07
Milwaukee,@ STL,Randy Wolf (L),Blake Hawksworth (R),AWAY,W,4,1,3,127,U,9.5,-118,1.27,-1.00,0.85
Milwaukee,HOU,Wandy Rodriguez (L),David Bush (R),HOME,L,1,5,-4,-149,U,9,-118,-1.00,-1.00,0.85
Milwaukee,HOU,Brett Myers (R),Yovani Gallardo (R),HOME,W,7,5,2,-217,O,7.5,-110,0.46,0.91,-1.00
Milwaukee,HOU,Bud Norris (R),Manny Parra (L),HOME,L,5,9,-4,-188,O,8.5,-110,-1.00,0.91,-1.00
Milwaukee,SEA,Jason Vargas (L),Christopher Narveson (L),HOME,W,3,0,3,-115,U,8.5,-109,0.87,-1.00,0.92
Milwaukee,SEA,Doug Fister (R),Randy Wolf (L),HOME,L,4,5,-1,-146,P,9,9 -,-1.00,0.00,0.00
Milwaukee,SEA,Ryan Rowland-Smith (L),David Bush (R),HOME,W,8,3,5,-160,O,9.5,-107,0.63,0.93,-1.00
Milwaukee,MIN,Nick Blackburn (R),Yovani Gallardo (R),HOME,W,5,0,5,-159,U,8.5,-108,0.63,-1.00,0.93
Milwaukee,MIN,Francisco Liriano (L),Manny Parra (L),HOME,W,5,3,2,127,U,8.5,-105,1.27,-1.00,0.95
Milwaukee,MIN,Scott Baker (R),Christopher Narveson (L),HOME,W,7,5,2,121,O,9,-113,1.21,0.88,-1.00
Milwaukee,@ COL,Randy Wolf (L),Aaron Cook (R),AWAY,W,6,1,5,115,U,10.5,-102,1.15,-1.00,0.98
Milwaukee,@ COL,Yovani Gallardo (R),Jeff Francis (L),AWAY,L,7,8,-1,106,O,8.5,-111,-1.00,0.90,-1.00
Milwaukee,@ COL,Manny Parra (L),Jason Hammel (R),AWAY,L,0,2,-2,147,U,9.5,-111,-1.00,-1.00,0.90
Milwaukee,@ LAA,Christopher Narveson (L),Joel Pineiro (R),AWAY,L,1,5,-4,136,U,9.5,-121,-1.00,-1.00,0.83
Milwaukee,@ LAA,David Bush (R),Ervin Santana (R),AWAY,W,7,1,6,173,U,9.5,-120,1.73,-1.00,0.83
Milwaukee,@ LAA,Randy Wolf (L),Joe Saunders (L),AWAY,W,12,2,10,131,O,10,-116,1.31,0.86,-1.00
Milwaukee,TEX,Colby Lewis (R),Yovani Gallardo (R),HOME,L,2,7,-5,-133,O,8,-111,-1.00,0.90,-1.00
Milwaukee,TEX,Scott Feldman (R),Manny Parra (L),HOME,L,3,4,-1,-109,U,10.5,-110,-1.00,-1.00,0.91
Milwaukee,TEX,Rich Harden (R),Christopher Narveson (L),HOME,W,6,2,4,-101,U,9.5,-110,0.99,-1.00,0.91
Milwaukee,CHC,Ryan Dempster (R),David Bush (R),HOME,W,5,4,1,122,O,8.5,-111,1.22,0.90,-1.00
Milwaukee,CHC,Carlos Zambrano (R),Randy Wolf (L),HOME,L,4,9,-5,-102,O,8.5,-115,-1.00,0.87,-1.00
Milwaukee,CHC,Ted Lilly (L),Yovani Gallardo (R),HOME,W,3,2,1,-155,U,7.5,-105,0.65,-1.00,0.95
Milwaukee,@ STL,Manny Parra (L),Jaime Garcia (L),AWAY,W,4,3,1,176,U,8.5,101,1.76,-1.00,1.01
Milwaukee,@ STL,Christopher Narveson (L),Adam Ottavino (R),AWAY,L,4,5,-1,132,U,9.5,102,-1.00,-1.00,1.02
Milwaukee,@ STL,Randy Wolf (L),Adam Wainwright (R),AWAY,L,0,8,-8,201,P,8,8 -,-1.00,0.00,0.00
Milwaukee,@ FLA,Chris Capuano (L),Josh Johnson (R),AWAY,L,2,3,-1,235,U,8,-111,-1.00,-1.00,0.90
Milwaukee,@ FLA,Yovani Gallardo (R),Christopher Volstad (R),AWAY,W,7,4,3,-116,O,8.5,-102,0.86,0.98,-1.00
Milwaukee,@ FLA,David Bush (R),Ricky Nolasco (R),AWAY,L,4,6,-2,140,O,9,101,-1.00,1.01,-1.00
Milwaukee,@ FLA,Christopher Narveson (L),Nate Robertson (L),AWAY,L,5,13,-8,117,O,9.5,-115,-1.00,0.87,-1.00
Milwaukee,NYM,R.A. Dickey (R),Randy Wolf (L),HOME,L,4,10,-6,-138,O,10,-103,-1.00,0.97,-1.00
Milwaukee,NYM,Fernando Nieve (R),Manny Parra (L),HOME,W,8,6,2,-122,O,10,-106,0.82,0.94,-1.00
Milwaukee,NYM,Johan Santana (L),Yovani Gallardo (R),HOME,W,2,0,2,-116,U,7.5,-105,0.86,-1.00,0.95
Milwaukee,HOU,Brett Myers (R),David Bush (R),HOME,W,4,3,1,-124,U,9,-116,0.81,-1.00,0.86
Milwaukee,HOU,Roy Oswalt (R),Christopher Narveson (L),HOME,L,0,5,-5,-105,U,8,-110,-1.00,-1.00,0.91
Milwaukee,HOU,Felipe Paulino (R),Randy Wolf (L),HOME,W,6,1,5,-159,U,9.5,-123,0.63,-1.00,0.81
Milwaukee,@ MIN,Marco Estrada (R),Carl Pavano (R),AWAY,W,4,3,1,173,U,10,-121,1.73,-1.00,0.83
Milwaukee,@ MIN,Yovani Gallardo (R),Kevin Slowey (R),AWAY,L,7,8,-1,116,O,9,-114,-1.00,0.88,-1.00
Milwaukee,@ MIN,David Bush (R),Nick Blackburn (R),AWAY,L,3,15,-12,158,O,9.5,-120,-1.00,0.83,-1.00
Milwaukee,@ PIT,Christopher Narveson (L),Paul Maholm (L),AWAY,W,4,3,1,-110,U,9,-124,0.91,-1.00,0.81
Milwaukee,@ PIT,Randy Wolf (L),Brian Burres (L),AWAY,L,4,6,-2,-132,O,9,-111,-1.00,0.90,-1.00
Milwaukee,@ CIN,Manny Parra (L),Homer Bailey (R),AWAY,L,4,5,-1,125,U,9.5,-115,-1.00,-1.00,0.87
Milwaukee,@ CIN,Yovani Gallardo (R),Johnny Cueto (R),AWAY,L,3,6,-3,-104,O,8,100,-1.00,1.00,-1.00
Milwaukee,PHI,Cole Hamels (L),David Bush (R),HOME,L,2,4,-2,139,U,10,-121,-1.00,-1.00,0.83
Milwaukee,PHI,Joe Blanton (R),Christopher Narveson (L),HOME,L,6,10,-4,104,O,9.5,-115,-1.00,0.87,-1.00
Milwaukee,PHI,Jamie Moyer (L),Randy Wolf (L),HOME,L,5,9,-4,-126,O,9.5,-113,-1.00,0.88,-1.00
Milwaukee,ATL,Derek Lowe (R),Yovani Gallardo (R),HOME,L,2,9,-7,-164,O,8.5,101,-1.00,1.01,-1.00
Milwaukee,ATL,Tim Hudson (R),David Bush (R),HOME,L,3,11,-8,120,O,9,102,-1.00,1.02,-1.00
Milwaukee,ATL,Tommy Hanson (R),Doug Davis (L),HOME,L,2,8,-6,123,O,8.5,-107,-1.00,0.93,-1.00
Milwaukee,@ ARI,Christopher Narveson (L),Ian Kennedy (R),AWAY,W,6,1,5,132,U,10.5,102,1.32,-1.00,1.02
Milwaukee,@ ARI,Randy Wolf (L),Cesar Valdez (R),AWAY,W,17,3,14,-109,O,10.5,-126,0.92,0.79,-1.00
Milwaukee,@ ARI,Yovani Gallardo (R),Edwin Jackson (R),AWAY,W,3,2,1,-126,U,10,103,0.79,-1.00,1.03
Milwaukee,@ LA,David Bush (R),John Ely (R),AWAY,L,3,7,-4,122,O,9.5,116,-1.00,1.16,-1.00
Milwaukee,@ LA,Doug Davis (L),Chad Billingsley (R),AWAY,W,11,3,8,153,O,9,107,1.53,1.07,-1.00
Milwaukee,@ LA,Christopher Narveson (L),Clayton Kershaw (L),AWAY,W,11,6,5,165,O,8.5,-107,1.65,0.93,-1.00
Milwaukee,@ SD,Randy Wolf (L),Jon Garland (R),AWAY,L,0,8,-8,-107,O,7.5,110,-1.00,1.10,-1.00
Milwaukee,@ SD,Yovani Gallardo (R),Mat Latos (R),AWAY,W,2,1,1,-121,U,7,102,0.83,-1.00,1.02
Milwaukee,@ SD,David Bush (R),Clayton Richard (L),AWAY,L,0,3,-3,124,U,7.5,-105,-1.00,-1.00,0.95
Milwaukee,@ SD,Doug Davis (L),Wade LeBlanc (L),AWAY,L,0,9,-9,126,O,7,-125,-1.00,0.80,-1.00
Milwaukee,PIT,Paul Maholm (L),Christopher Narveson (L),HOME,L,5,6,-1,-144,O,9.5,102,-1.00,1.02,-1.00
Milwaukee,PIT,Jeff Karstens (R),Randy Wolf (L),HOME,L,3,7,-4,-215,O,9.5,-105,-1.00,0.95,-1.00
Milwaukee,PIT,Zach Duke (L),Yovani Gallardo (R),HOME,W,17,3,14,-203,O,8.5,-110,0.49,0.91,-1.00
Milwaukee,CHC,Randy Wells (R),David Bush (R),HOME,L,2,12,-10,-115,O,8.5,-120,-1.00,0.83,-1.00
Milwaukee,CHC,Ted Lilly (L),Doug Davis (L),HOME,L,1,5,-4,-106,U,9,-118,-1.00,-1.00,0.85
Milwaukee,CHC,Ryan Dempster (R),Jeff Suppan (R),HOME,L,1,8,-7,111,P,9,9 -,-1.00,0.00,0.00
Milwaukee,@ PIT,Randy Wolf (L),Daniel McCutchen (R),AWAY,W,20,0,20,-159,O,9,-102,0.63,0.98,-1.00
Milwaukee,@ PIT,Yovani Gallardo (R),Zach Duke (L),AWAY,W,8,0,8,-127,U,8.5,-101,0.79,-1.00,0.99
Milwaukee,@ PIT,David Bush (R),Charlie Morton (R),AWAY,W,8,1,7,-115,P,9,9 -,0.87,0.00,0.00
Milwaukee,@ WAS,Doug Davis (L),Jason Marquis (R),AWAY,W,11,7,4,110,O,9.5,103,1.10,1.03,-1.00
Milwaukee,@ WAS,Randy Wolf (L),Livan Hernandez (R),AWAY,L,0,8,-8,-151,U,10,111,-1.00,-1.00,1.11
Milwaukee,@ WAS,Yovani Gallardo (R),John Lannan (L),AWAY,L,3,5,-2,-142,U,9.5,-105,-1.00,-1.00,0.95
Milwaukee,@ CHC,Jeff Suppan (R),Carlos Zambrano (R),AWAY,W,8,6,2,151,O,11.5,-121,1.51,0.83,-1.00
Milwaukee,@ CHC,David Bush (R),Randy Wells (R),AWAY,L,6,7,-1,129,O,10.5,101,-1.00,1.01,-1.00
Milwaukee,@ CHC,Doug Davis (L),Ryan Dempster (R),AWAY,L,5,9,-4,153,O,9,-109,-1.00,0.92,-1.00
Milwaukee,STL,Chris Carpenter (R),Randy Wolf (L),HOME,W,8,7,1,129,O,7,-120,1.29,0.83,-1.00
Milwaukee,STL,Jaime Garcia (L),Yovani Gallardo (R),HOME,L,1,7,-6,-148,U,8.5,-113,-1.00,-1.00,0.88
Milwaukee,STL,Kyle Lohse (R),David Bush (R),HOME,L,4,5,-1,-106,U,9.5,-106,-1.00,-1.00,0.94
Milwaukee,COL,Aaron Cook (R),Doug Davis (L),HOME,W,5,4,1,106,P,9,9 -,1.06,0.00,0.00
Milwaukee,COL,Greg Smith (L),Randy Wolf (L),HOME,W,7,5,2,-154,O,9,102,0.65,1.02,-1.00
Milwaukee,COL,Ubaldo Jimenez (R),Yovani Gallardo (R),HOME,L,3,5,-2,-101,O,7.5,110,-1.00,1.10,-1.00
Pittsburgh,@ FLA,Brian Burres (L),Anibal Sanchez (R),AWAY,L,2,5,-3,171,U,8.5,-101,-1.00,-1.00,0.99
Pittsburgh,@ FLA,Charlie Morton (R),Jorge Sosa (R),AWAY,L,0,2,-2,120,U,9.5,-123,-1.00,-1.00,0.81
Pittsburgh,@ FLA,Daniel McCutchen (R),Adalberto Mendez (R),AWAY,W,5,1,4,139,U,9.5,-125,1.39,-1.00,0.80
Pittsburgh,@ FLA,Zach Duke (L),Christopher Volstad (R),AWAY,L,9,11,-2,162,O,8.5,-117,-1.00,0.85,-1.00
Pittsburgh,@ STL,James McDonald (R),P.J. Walters (R),AWAY,L,1,4,-3,-106,U,8.5,-121,-1.00,-1.00,0.83
Pittsburgh,@ STL,Brian Burres (L),Jeff Suppan (R),AWAY,W,7,2,5,141,P,9,9 -,1.41,0.00,0.00
Pittsburgh,@ STL,Charlie Morton (R),Kyle Lohse (R),AWAY,L,4,6,-2,141,O,9,-101,-1.00,0.99,-1.00
Pittsburgh,HOU,J.A. Happ (L),Paul Maholm (L),HOME,W,9,3,6,-113,O,7.5,-103,0.88,0.97,-1.00
Pittsburgh,HOU,Bud Norris (R),Zach Duke (L),HOME,W,6,4,2,-103,O,8,101,0.97,1.01,-1.00
Pittsburgh,HOU,Brett Myers (R),James McDonald (R),HOME,L,7,10,-3,-113,O,7,-112,-1.00,0.89,-1.00
Pittsburgh,STL,Jeff Suppan (R),Brian Burres (L),HOME,L,2,9,-7,-122,O,8.5,-120,-1.00,0.83,-1.00
Pittsburgh,STL,Kyle Lohse (R),Charlie Morton (R),HOME,W,11,6,5,109,O,9.5,108,1.09,1.08,-1.00
Pittsburgh,STL,Jake Westbrook (R),Paul Maholm (L),HOME,W,5,2,3,130,U,8.5,-115,1.30,-1.00,0.87
Pittsburgh,ARI,Daniel Hudson (R),Zach Duke (L),HOME,W,4,3,1,124,U,8,-110,1.24,-1.00,0.91
Pittsburgh,ARI,Barry Enright (R),James McDonald (R),HOME,W,9,6,3,-122,O,8,105,0.82,1.05,-1.00
Pittsburgh,ARI,Ian Kennedy (R),Brian Burres (L),HOME,W,4,3,1,106,U,7.5,-108,1.06,-1.00,0.93
Pittsburgh,@ NYM,Charlie Morton (R),Michael Pelfrey (R),AWAY,L,2,6,-4,171,P,8,8 -,-1.00,0.00,0.00
Pittsburgh,@ NYM,Paul Maholm (L),Jenrry Mejia (R),AWAY,L,7,8,-1,144,O,8,102,-1.00,1.02,-1.00
Pittsburgh,@ NYM,Zach Duke (L),R.A. Dickey (R),AWAY,L,1,9,-8,173,O,7.5,101,-1.00,1.01,-1.00
Pittsburgh,@ NYM,James McDonald (R),Dillon Gee (R),AWAY,L,0,1,-1,147,U,7.5,-107,-1.00,-1.00,0.93
Pittsburgh,@ CIN,Brian Burres (L),Johnny Cueto (R),AWAY,W,3,1,2,224,U,9,-115,2.24,-1.00,0.87
Pittsburgh,@ CIN,Charlie Morton (R),Edinson Volquez (R),AWAY,L,4,5,-1,210,P,9,9 -,-1.00,0.00,0.00
Pittsburgh,@ CIN,Paul Maholm (L),Homer Bailey (R),AWAY,L,3,4,-1,198,U,8.5,100,-1.00,-1.00,1.00
Pittsburgh,ATL,Derek Lowe (R),Zach Duke (L),HOME,L,3,9,-6,142,O,8.5,103,-1.00,1.03,-1.00
Pittsburgh,ATL,Tim Hudson (R),James McDonald (R),HOME,W,5,0,5,176,U,7.5,-102,1.76,-1.00,0.98
Pittsburgh,ATL,Tommy Hanson (R),Brian Burres (L),HOME,W,3,1,2,186,U,8,-101,1.86,-1.00,0.99
Pittsburgh,WAS,Jason Marquis (R),Charlie Morton (R),HOME,L,1,8,-7,-101,U,9.5,-133,-1.00,-1.00,0.75
Pittsburgh,WAS,John Lannan (L),Paul Maholm (L),HOME,L,2,9,-7,-105,O,8.5,107,-1.00,1.07,-1.00
Pittsburgh,WAS,Livan Hernandez (R),Zach Duke (L),HOME,W,8,5,3,-111,O,8.5,-111,0.90,0.90,-1.00
Pittsburgh,@ CHC,James McDonald (R),Tom Gorzelanny (L),AWAY,L,3,5,-2,146,U,10.5,-121,-1.00,-1.00,0.83
Pittsburgh,@ CHC,Jeff Karstens (R),Ryan Dempster (R),AWAY,W,14,7,7,179,O,10.5,105,1.79,1.05,-1.00
Pittsburgh,@ CHC,Paul Maholm (L),Carlos Zambrano (R),AWAY,L,2,14,-12,143,O,9.5,-123,-1.00,0.81,-1.00
Pittsburgh,@ MIL,Charlie Morton (R),David Bush (R),AWAY,L,4,8,-4,152,O,9.5,101,-1.00,1.01,-1.00
Pittsburgh,@ MIL,Zach Duke (L),Chris Capuano (L),AWAY,L,7,8,-1,152,O,8.5,-127,-1.00,0.79,-1.00
Pittsburgh,@ MIL,James McDonald (R),Christopher Narveson (L),AWAY,L,2,7,-5,155,O,8.5,-110,-1.00,0.91,-1.00
Pittsburgh,STL,Jake Westbrook (R),Daniel McCutchen (R),HOME,W,5,2,3,159,U,8.5,108,1.59,-1.00,1.08
Pittsburgh,STL,Adam Wainwright (R),Paul Maholm (L),HOME,W,4,3,1,213,P,7,7 -,2.13,0.00,0.00
Pittsburgh,STL,Kyle Lohse (R),Ross Ohlendorf (R),HOME,L,2,10,-8,105,O,8.5,-102,-1.00,0.98,-1.00
Pittsburgh,NYM,Johan Santana (L),Zach Duke (L),HOME,W,2,1,1,145,U,7.5,-110,1.45,-1.00,0.91
Pittsburgh,NYM,Jonathon Niese (L),James McDonald (R),HOME,L,1,5,-4,104,U,7.5,104,-1.00,-1.00,1.04
Pittsburgh,NYM,Michael Pelfrey (R),Jeff Karstens (R),HOME,L,2,7,-5,114,O,8,-115,-1.00,0.87,-1.00
Pittsburgh,FLA,Alex Sanabia (R),Paul Maholm (L),HOME,L,2,4,-2,-104,U,8.5,109,-1.00,-1.00,1.09
Pittsburgh,FLA,Josh Johnson (R),Ross Ohlendorf (R),HOME,L,2,3,-1,153,U,7,-101,-1.00,-1.00,0.99
Pittsburgh,FLA,Ricky Nolasco (R),Zach Duke (L),HOME,L,0,6,-6,124,U,8,101,-1.00,-1.00,1.01
Pittsburgh,FLA,Christopher Volstad (R),James McDonald (R),HOME,W,7,1,6,103,U,8.5,111,1.03,-1.00,1.11
Pittsburgh,@ HOU,Jeff Karstens (R),J.A. Happ (L),AWAY,L,2,8,-6,140,O,8,-103,-1.00,0.97,-1.00
Pittsburgh,@ HOU,Paul Maholm (L),Bud Norris (R),AWAY,L,2,3,-1,127,U,8.5,-110,-1.00,-1.00,0.91
Pittsburgh,@ HOU,Ross Ohlendorf (R),Brett Myers (R),AWAY,L,1,4,-3,143,U,7.5,-104,-1.00,-1.00,0.96
Pittsburgh,@ SD,Zach Duke (L),Jon Garland (R),AWAY,L,0,3,-3,187,U,7,107,-1.00,-1.00,1.07
